15093	2015-08-11	31	01	25	21	13	03	01	03	13	21	25	31	08
15092	2015-08-09	27	26	09	19	21	15	09	15	19	21	26	27	01
15091	2015-08-06	17	22	07	05	19	31	05	07	17	19	22	31	11
15090	2015-08-04	12	33	22	10	25	14	10	12	14	22	25	33	15
15089	2015-08-02	28	14	29	19	12	27	12	14	19	27	28	29	01
15088	2015-07-30	02	12	29	31	20	24	02	12	20	24	29	31	09
15087	2015-07-28	20	15	09	28	19	16	09	15	16	19	20	28	11
15086	2015-07-26	06	05	18	16	08	22	05	06	08	16	18	22	12
15085	2015-07-23	25	08	02	28	27	29	02	08	25	27	28	29	05
15084	2015-07-21	29	28	15	20	22	18	15	18	20	22	28	29	15
15083	2015-07-19	18	07	06	32	16	29	06	07	16	18	29	32	05
15082	2015-07-16	14	09	02	28	30	08	02	08	09	14	28	30	07
15081	2015-07-14	31	28	13	22	20	26	13	20	22	26	28	31	13
15080	2015-07-12	30	14	25	17	27	28	14	17	25	27	28	30	02
15079	2015-07-09	15	09	32	14	20	26	09	14	15	20	26	32	11
15078	2015-07-07	22	07	26	29	03	20	03	07	20	22	26	29	02
15077	2015-07-05	27	06	13	08	10	01	01	06	08	10	13	27	16
15076	2015-07-02	01	09	27	10	19	23	01	09	10	19	23	27	09
15075	2015-06-30	06	19	32	13	21	11	06	11	13	19	21	32	04
15074	2015-06-28	21	29	04	26	25	07	04	07	21	25	26	29	08
15073	2015-06-25	02	27	26	01	22	17	01	02	17	22	26	27	04
15072	2015-06-23	01	31	05	20	03	21	01	03	05	20	21	31	05
15071	2015-06-21	28	29	08	18	20	31	08	18	20	28	29	31	08
15070	2015-06-18	29	07	19	21	13	01	01	07	13	19	21	29	15
15069	2015-06-16	23	17	18	30	13	01	01	13	17	18	23	30	15
15068	2015-06-14	27	15	06	21	26	18	06	15	18	21	26	27	10
15067	2015-06-11	05	24	25	31	02	08	02	05	08	24	25	31	14
15066	2015-06-09	17	08	11	28	05	24	05	08	11	17	24	28	16
15065	2015-06-07	29	26	08	14	10	19	08	10	14	19	26	29	12
15064	2015-06-04	14	27	23	12	11	17	11	12	14	17	23	27	01
15063	2015-06-02	07	09	16	32	22	01	01	07	09	16	22	32	12
15062	2015-05-31	18	26	14	15	09	21	09	14	15	18	21	26	16
15061	2015-05-28	18	26	06	32	22	33	06	18	22	26	32	33	04
15060	2015-05-26	18	01	27	31	32	03	01	03	18	27	31	32	13
15059	2015-05-24	25	06	16	02	32	09	02	06	09	16	25	32	14
15058	2015-05-21	10	18	02	20	09	19	02	09	10	18	19	20	15
15057	2015-05-19	25	24	32	20	09	26	09	20	24	25	26	32	04
15056	2015-05-17	01	08	18	20	16	07	01	07	08	16	18	20	14
15055	2015-05-14	19	10	18	01	28	15	01	10	15	18	19	28	02
15054	2015-05-12	22	01	10	26	07	02	01	02	07	10	22	26	07
15053	2015-05-10	32	07	17	03	33	22	03	07	17	22	32	33	10
15052	2015-05-07	25	04	16	26	11	02	02	04	11	16	25	26	12
15051	2015-05-05	32	04	24	26	10	28	04	10	24	26	28	32	09
15050	2015-05-03	17	12	16	03	09	31	03	09	12	16	17	31	04
15049	2015-04-30	23	17	07	20	12	14	07	12	14	17	20	23	05
15048	2015-04-28	27	22	16	13	17	25	13	16	17	22	25	27	10
15047	2015-04-26	20	24	26	27	02	03	02	03	20	24	26	27	09
15046	2015-04-23	31	23	05	10	14	07	05	07	10	14	23	31	01
15045	2015-04-21	30	31	22	01	13	05	01	05	13	22	30	31	07
15044	2015-04-19	14	04	03	16	13	02	02	03	04	13	14	16	02
15043	2015-04-16	26	11	24	27	12	15	11	12	15	24	26	27	15
15042	2015-04-14	23	10	21	09	19	32	09	10	19	21	23	32	08
15041	2015-04-12	25	11	09	17	04	21	04	09	11	17	21	25	06
15040	2015-04-09	27	30	16	18	32	13	13	16	18	27	30	32	16
15039	2015-04-07	26	30	13	29	01	15	01	13	15	26	29	30	12
15038	2015-04-05	33	11	05	06	12	14	05	06	11	12	14	33	14
15037	2015-04-02	31	05	28	07	18	12	05	07	12	18	28	31	03
15036	2015-03-31	33	04	17	06	16	26	04	06	16	17	26	33	03
15035	2015-03-29	09	01	08	24	22	33	01	08	09	22	24	33	03
15034	2015-03-26	27	13	18	12	20	17	12	13	17	18	20	27	13
15033	2015-03-24	31	06	32	21	29	03	03	06	21	29	31	32	05
15032	2015-03-22	16	29	18	14	32	11	11	14	16	18	29	32	16
15031	2015-03-19	22	26	01	05	07	32	01	05	07	22	26	32	11
15030	2015-03-17	08	11	14	15	26	16	08	11	14	15	16	26	07
15029	2015-03-15	14	15	07	28	21	19	07	14	15	19	21	28	07
15028	2015-03-12	04	28	26	27	07	10	04	07	10	26	27	28	14
15027	2015-03-10	07	29	26	16	09	05	05	07	09	16	26	29	07
15026	2015-03-08	33	17	13	02	22	21	02	13	17	21	22	33	13
15025	2015-03-05	11	32	15	27	12	10	10	11	12	15	27	32	14
15024	2015-03-03	09	23	11	24	18	16	09	11	16	18	23	24	10
15023	2015-03-01	09	08	13	29	10	30	08	09	10	13	29	30	01
15022	2015-02-26	10	16	07	04	23	25	04	07	10	16	23	25	10
15021	2015-02-17	14	27	28	17	16	15	14	15	16	17	27	28	08
15020	2015-02-15	04	07	01	23	19	22	01	04	07	19	22	23	04
15019	2015-02-12	26	19	06	11	02	25	02	06	11	19	25	26	04
15018	2015-02-10	12	28	09	06	14	29	06	09	12	14	28	29	09
15017	2015-02-08	20	18	13	27	33	25	13	18	20	25	27	33	12
15016	2015-02-05	10	06	17	15	02	31	02	06	10	15	17	31	13
15015	2015-02-03	07	33	25	24	01	20	01	07	20	24	25	33	04
15014	2015-02-01	19	16	30	27	02	12	02	12	16	19	27	30	11
15013	2015-01-29	26	09	08	25	29	24	08	09	24	25	26	29	01
15012	2015-01-27	31	23	29	05	22	03	03	05	22	23	29	31	06
15011	2015-01-25	14	04	15	18	17	20	04	14	15	17	18	20	15
15010	2015-01-22	02	08	03	21	01	31	01	02	03	08	21	31	09
15009	2015-01-20	14	25	21	17	07	04	04	07	14	17	21	25	14
15008	2015-01-18	16	22	07	10	04	20	04	07	10	16	20	22	03
15007	2015-01-15	17	01	09	33	07	20	01	07	09	17	20	33	08
15006	2015-01-13	33	01	10	11	29	31	01	10	11	29	31	33	13
15005	2015-01-11	07	18	32	17	16	10	07	10	16	17	18	32	15
15004	2015-01-08	16	15	14	02	23	24	02	14	15	16	23	24	10
15003	2015-01-06	31	15	23	10	24	20	10	15	20	23	24	31	15
15002	2015-01-04	15	28	25	16	32	07	07	15	16	25	28	32	05
15001	2015-01-01	09	01	07	23	16	20	01	07	09	16	20	23	06
14152	2014-12-30	15	08	21	20	13	25	08	13	15	20	21	25	12
14151	2014-12-28	08	27	21	11	05	04	04	05	08	11	21	27	08
14150	2014-12-25	03	22	24	32	08	14	03	08	14	22	24	32	09
14149	2014-12-23	15	19	10	33	09	07	07	09	10	15	19	33	01
14148	2014-12-21	05	02	12	01	15	16	01	02	05	12	15	16	13
14147	2014-12-18	06	26	07	31	22	32	06	07	22	26	31	32	10
14146	2014-12-16	32	01	29	06	20	13	01	06	13	20	29	32	01
14145	2014-12-14	12	23	29	26	13	10	10	12	13	23	26	29	11
14144	2014-12-11	06	03	05	10	09	27	03	05	06	09	10	27	14
14143	2014-12-09	25	20	18	03	26	12	03	12	18	20	25	26	16
14142	2014-12-07	25	06	28	22	21	23	06	21	22	23	25	28	13
14141	2014-12-04	21	09	16	08	11	24	08	09	11	16	21	24	10
14140	2014-12-02	10	14	17	11	06	33	06	10	11	14	17	33	06
14139	2014-11-30	15	14	25	29	20	01	01	14	15	20	25	29	11
14138	2014-11-27	04	29	06	31	13	33	04	06	13	29	31	33	13
14137	2014-11-25	06	11	29	03	25	09	03	06	09	11	25	29	09
14136	2014-11-23	32	19	31	03	27	16	03	16	19	27	31	32	10
14135	2014-11-20	33	04	02	13	11	25	02	04	11	13	25	33	01
14134	2014-11-18	23	28	22	05	16	26	05	16	22	23	26	28	02
14133	2014-11-16	14	13	31	16	23	30	13	14	16	23	30	31	13
14132	2014-11-13	06	05	14	15	33	18	05	06	14	15	18	33	08
14131	2014-11-11	28	21	22	05	32	17	05	17	21	22	28	32	14
14130	2014-11-09	01	10	30	24	33	02	01	02	10	24	30	33	10
14129	2014-11-06	20	28	08	09	32	05	05	08	09	20	28	32	02
14128	2014-11-04	18	24	05	07	17	08	05	07	08	17	18	24	14
14127	2014-11-02	23	21	27	02	10	12	02	10	12	21	23	27	12
14126	2014-10-30	17	06	27	11	22	16	06	11	16	17	22	27	01
14125	2014-10-28	11	15	31	10	32	26	10	11	15	26	31	32	06
14124	2014-10-26	33	02	24	17	31	20	02	17	20	24	31	33	04
14123	2014-10-23	11	33	01	28	06	17	01	06	11	17	28	33	05
14122	2014-10-21	20	06	29	16	11	09	06	09	11	16	20	29	11
14121	2014-10-19	13	22	01	28	30	02	01	02	13	22	28	30	09
14120	2014-10-16	01	12	07	28	16	23	01	07	12	16	23	28	04
14119	2014-10-14	26	06	20	17	13	29	06	13	17	20	26	29	09
14118	2014-10-12	26	07	30	15	05	18	05	07	15	18	26	30	03
14117	2014-10-09	25	05	29	10	17	28	05	10	17	25	28	29	04
14116	2014-10-07	10	15	14	09	29	19	09	10	14	15	19	29	16
14115	2014-10-05	32	10	11	01	09	13	01	09	10	11	13	32	03
14114	2014-10-02	02	07	23	33	32	30	02	07	23	30	32	33	10
14113	2014-09-30	31	32	33	14	28	12	12	14	28	31	32	33	07
14112	2014-09-28	01	15	30	21	16	24	01	15	16	21	24	30	03
14111	2014-09-25	08	28	22	20	17	02	02	08	17	20	22	28	02
14110	2014-09-23	01	30	08	13	11	19	01	08	11	13	19	30	06
14109	2014-09-21	05	19	11	28	02	15	02	05	11	15	19	28	02
14108	2014-09-18	08	20	23	09	28	03	03	08	09	20	23	28	02
14107	2014-09-16	22	27	17	11	25	14	11	14	17	22	25	27	16
14106	2014-09-14	21	18	09	17	14	25	09	14	17	18	21	25	15
14105	2014-09-11	27	19	17	14	32	16	14	16	17	19	27	32	04
14104	2014-09-09	02	06	28	19	12	27	02	06	12	19	27	28	13
14103	2014-09-07	08	10	33	18	09	03	03	08	09	10	18	33	04
14102	2014-09-04	31	24	21	14	16	28	14	16	21	24	28	31	13
14101	2014-09-02	18	16	23	32	24	20	16	18	20	23	24	32	07
14100	2014-08-31	09	01	16	10	14	06	01	06	09	10	14	16	11
14099	2014-08-28	05	32	13	10	11	01	01	05	10	11	13	32	14
14098	2014-08-26	17	31	29	20	13	02	02	13	17	20	29	31	07
14097	2014-08-24	27	13	24	25	07	32	07	13	24	25	27	32	15
14096	2014-08-21	17	12	22	24	14	19	12	14	17	19	22	24	08
14095	2014-08-19	22	05	08	06	14	31	05	06	08	14	22	31	08
14094	2014-08-17	23	01	29	10	20	18	01	10	18	20	23	29	01
14093	2014-08-14	10	20	08	02	29	09	02	08	09	10	20	29	05
14092	2014-08-12	03	22	19	13	18	26	03	13	18	19	22	26	07
14091	2014-08-10	05	01	29	27	12	19	01	05	12	19	27	29	14
14090	2014-08-07	19	24	09	05	11	32	05	09	11	19	24	32	13
14089	2014-08-05	27	14	04	30	17	06	04	06	14	17	27	30	09
14088	2014-08-03	16	03	14	06	29	11	03	06	11	14	16	29	15
14087	2014-07-31	18	06	23	33	32	22	06	18	22	23	32	33	06
14086	2014-07-29	14	02	12	10	04	30	02	04	10	12	14	30	08
14085	2014-07-27	02	29	19	01	11	23	01	02	11	19	23	29	08
14084	2014-07-24	13	25	01	06	10	09	01	06	09	10	13	25	08
14083	2014-07-22	23	33	05	21	06	19	05	06	19	21	23	33	12
14082	2014-07-20	20	04	26	29	02	25	02	04	20	25	26	29	11
14081	2014-07-17	29	08	22	27	24	14	08	14	22	24	27	29	10
14080	2014-07-15	25	05	30	14	17	16	05	14	16	17	25	30	07
14079	2014-07-13	02	28	22	07	27	16	02	07	16	22	27	28	02
14078	2014-07-10	06	02	03	09	17	05	02	03	05	06	09	17	07
14077	2014-07-08	15	22	09	12	08	19	08	09	12	15	19	22	10
14076	2014-07-06	33	10	12	18	17	06	06	10	12	17	18	33	11
14075	2014-07-03	22	29	11	27	09	03	03	09	11	22	27	29	06
14074	2014-07-01	30	06	03	31	01	13	01	03	06	13	30	31	12
14073	2014-06-29	12	20	33	30	16	01	01	12	16	20	30	33	02
14072	2014-06-26	01	13	19	32	07	03	01	03	07	13	19	32	16
14071	2014-06-24	22	04	12	02	17	25	02	04	12	17	22	25	14
14070	2014-06-22	07	09	28	19	01	29	01	07	09	19	28	29	07
14069	2014-06-19	19	12	05	30	17	25	05	12	17	19	25	30	11
14068	2014-06-17	13	22	27	12	04	29	04	12	13	22	27	29	16
14067	2014-06-15	17	06	23	01	07	18	01	06	07	17	18	23	06
14066	2014-06-12	05	02	18	21	17	15	02	05	15	17	18	21	16
14065	2014-06-10	22	04	08	05	10	03	03	04	05	08	10	22	06
14064	2014-06-08	32	02	29	09	16	15	02	09	15	16	29	32	14
14063	2014-06-05	22	17	08	31	21	03	03	08	17	21	22	31	16
14062	2014-06-03	09	15	24	25	06	26	06	09	15	24	25	26	09
14061	2014-06-01	14	28	02	17	31	27	02	14	17	27	28	31	08
14060	2014-05-29	03	25	18	14	05	33	03	05	14	18	25	33	06
14059	2014-05-27	12	05	25	13	08	23	05	08	12	13	23	25	13
14058	2014-05-25	03	14	25	12	13	02	02	03	12	13	14	25	11
14057	2014-05-22	31	12	04	02	18	23	02	04	12	18	23	31	08
14056	2014-05-20	28	20	01	11	18	29	01	11	18	20	28	29	01
14055	2014-05-18	19	30	21	09	02	14	02	09	14	19	21	30	04
14054	2014-05-15	01	11	05	29	04	30	01	04	05	11	29	30	14
14053	2014-05-13	22	31	17	19	14	26	14	17	19	22	26	31	02
14052	2014-05-11	28	30	13	15	33	09	09	13	15	28	30	33	08
14051	2014-05-08	21	19	24	10	23	16	10	16	19	21	23	24	13
14050	2014-05-06	26	32	17	03	25	23	03	17	23	25	26	32	13
14049	2014-05-04	32	07	23	16	17	06	06	07	16	17	23	32	06
14048	2014-05-01	24	25	16	09	17	06	06	09	16	17	24	25	16
14047	2014-04-29	11	19	08	10	12	29	08	10	11	12	19	29	15
14046	2014-04-27	02	22	18	10	11	17	02	10	11	17	18	22	10
14045	2014-04-24	04	02	09	22	11	19	02	04	09	11	19	22	15
14044	2014-04-22	27	04	28	09	33	21	04	09	21	27	28	33	12
14043	2014-04-20	02	14	05	09	33	24	02	05	09	14	24	33	09
14042	2014-04-17	33	28	25	15	12	20	12	15	20	25	28	33	14
14041	2014-04-15	21	18	07	22	11	16	07	11	16	18	21	22	02
14040	2014-04-13	04	12	03	11	06	15	03	04	06	11	12	15	08
14039	2014-04-10	15	31	11	03	19	20	03	11	15	19	20	31	07
14038	2014-04-08	23	07	24	22	33	04	04	07	22	23	24	33	16
14037	2014-04-06	24	14	25	30	06	13	06	13	14	24	25	30	07
14036	2014-04-03	08	11	07	09	01	22	01	07	08	09	11	22	03
14035	2014-04-01	17	07	33	32	08	09	07	08	09	17	32	33	06
14034	2014-03-30	01	08	04	25	03	31	01	03	04	08	25	31	06
14033	2014-03-27	33	13	32	28	05	23	05	13	23	28	32	33	12
14032	2014-03-25	33	14	29	22	01	02	01	02	14	22	29	33	07
14031	2014-03-23	27	10	21	16	17	04	04	10	16	17	21	27	14
14030	2014-03-20	30	12	19	24	18	23	12	18	19	23	24	30	10
14029	2014-03-18	07	21	16	29	02	14	02	07	14	16	21	29	14
14028	2014-03-16	16	21	27	30	32	06	06	16	21	27	30	32	05
14027	2014-03-13	31	08	30	14	16	10	08	10	14	16	30	31	01
14026	2014-03-11	23	06	11	05	02	01	01	02	05	06	11	23	14
14025	2014-03-09	16	30	01	05	14	10	01	05	10	14	16	30	16
14024	2014-03-06	08	10	16	23	20	30	08	10	16	20	23	30	09
14023	2014-03-04	09	21	17	13	07	22	07	09	13	17	21	22	10
14022	2014-03-02	06	21	26	07	10	04	04	06	07	10	21	26	16
14021	2014-02-27	29	10	22	17	15	08	08	10	15	17	22	29	12
14020	2014-02-25	09	25	14	23	24	17	09	14	17	23	24	25	15
14019	2014-02-23	20	15	19	10	02	21	02	10	15	19	20	21	07
14018	2014-02-20	13	33	30	21	17	18	13	17	18	21	30	33	15
14017	2014-02-18	26	06	25	04	14	07	04	06	07	14	25	26	10
14016	2014-02-16	07	02	24	21	03	13	02	03	07	13	21	24	08
14015	2014-02-13	11	19	30	32	33	02	02	11	19	30	32	33	09
14014	2014-02-11	04	22	25	19	29	09	04	09	19	22	25	29	15
14013	2014-02-09	15	21	13	05	17	09	05	09	13	15	17	21	13
14012	2014-01-28	21	24	19	01	11	08	01	08	11	19	21	24	08
14011	2014-01-26	14	13	21	32	09	10	09	10	13	14	21	32	02
14010	2014-01-23	33	31	05	07	20	08	05	07	08	20	31	33	11
14009	2014-01-21	19	20	09	25	08	32	08	09	19	20	25	32	16
14008	2014-01-19	30	21	16	14	05	29	05	14	16	21	29	30	12
14007	2014-01-16	28	12	14	18	08	10	08	10	12	14	18	28	14
14006	2014-01-14	07	27	17	03	04	21	03	04	07	17	21	27	14
14005	2014-01-12	33	18	15	32	27	23	15	18	23	27	32	33	04
14004	2014-01-09	25	01	19	24	04	22	01	04	19	22	24	25	15
14003	2014-01-07	10	33	30	06	28	11	06	10	11	28	30	33	12
14002	2014-01-05	32	04	31	33	23	21	04	21	23	31	32	33	04
14001	2014-01-02	09	27	29	20	03	15	03	09	15	20	27	29	01
13154	2013-12-31	19	11	07	29	24	14	07	11	14	19	24	29	05
13153	2013-12-29	18	28	11	08	33	13	08	11	13	18	28	33	10
13152	2013-12-26	06	04	16	18	29	14	04	06	14	16	18	29	05
13151	2013-12-24	09	33	03	19	10	28	03	09	10	19	28	33	09
13150	2013-12-22	15	26	01	25	29	16	01	15	16	25	26	29	10
13149	2013-12-19	25	18	32	09	26	30	09	18	25	26	30	32	11
13148	2013-12-17	06	22	11	12	14	17	06	11	12	14	17	22	01
13147	2013-12-15	19	30	17	02	15	16	02	15	16	17	19	30	08
13146	2013-12-12	30	20	25	32	33	08	08	20	25	30	32	33	01
13145	2013-12-10	13	10	24	16	23	06	06	10	13	16	23	24	15
13144	2013-12-08	27	19	31	05	12	07	05	07	12	19	27	31	02
13143	2013-12-05	27	18	32	21	22	12	12	18	21	22	27	32	11
13142	2013-12-03	12	20	29	14	22	11	11	12	14	20	22	29	14
13141	2013-12-01	05	04	31	03	25	30	03	04	05	25	30	31	04
13140	2013-11-28	22	12	13	21	05	01	01	05	12	13	21	22	10
13139	2013-11-26	11	27	07	21	13	08	07	08	11	13	21	27	08
13138	2013-11-24	27	28	24	16	15	04	04	15	16	24	27	28	03
13137	2013-11-21	27	17	04	19	24	23	04	17	19	23	24	27	10
13136	2013-11-19	26	16	18	06	04	14	04	06	14	16	18	26	06
13135	2013-11-17	24	31	09	23	29	25	09	23	24	25	29	31	12
13134	2013-11-14	25	17	18	01	19	29	01	17	18	19	25	29	10
13133	2013-11-12	22	12	04	07	25	19	04	07	12	19	22	25	01
13132	2013-11-10	22	27	20	23	25	21	20	21	22	23	25	27	12
13131	2013-11-07	19	12	17	26	06	04	04	06	12	17	19	26	09
13130	2013-11-05	03	01	16	33	15	31	01	03	15	16	31	33	08
13129	2013-11-03	27	31	14	05	10	06	05	06	10	14	27	31	14
13128	2013-10-31	25	31	17	13	07	19	07	13	17	19	25	31	08
13127	2013-10-29	22	13	03	20	02	33	02	03	13	20	22	33	14
13126	2013-10-27	19	31	04	33	10	27	04	10	19	27	31	33	16
13125	2013-10-24	28	25	04	08	18	06	04	06	08	18	25	28	16
13124	2013-10-22	09	15	30	03	25	23	03	09	15	23	25	30	07
13123	2013-10-20	25	02	11	17	01	06	01	02	06	11	17	25	02
13122	2013-10-17	27	07	10	26	15	13	07	10	13	15	26	27	11
13121	2013-10-15	07	06	05	25	27	04	04	05	06	07	25	27	07
13120	2013-10-13	06	23	18	13	05	31	05	06	13	18	23	31	11
13119	2013-10-10	20	26	22	15	32	05	05	15	20	22	26	32	09
13118	2013-10-08	33	32	02	17	03	22	02	03	17	22	32	33	16
13117	2013-10-06	33	27	24	12	09	13	09	12	13	24	27	33	16
13116	2013-10-03	21	33	12	32	26	15	12	15	21	26	32	33	07
13115	2013-10-01	03	18	27	17	16	12	03	12	16	17	18	27	08
13114	2013-09-29	21	17	04	06	33	23	04	06	17	21	23	33	07
13113	2013-09-26	33	24	07	04	17	11	04	07	11	17	24	33	09
13112	2013-09-24	31	13	12	22	01	06	01	06	12	13	22	31	07
13111	2013-09-22	06	02	33	03	01	08	01	02	03	06	08	33	13
13110	2013-09-19	21	18	17	29	32	15	15	17	18	21	29	32	13
13109	2013-09-17	24	09	23	29	32	27	09	23	24	27	29	32	08
13108	2013-09-15	31	32	21	28	16	22	16	21	22	28	31	32	05
13107	2013-09-12	17	11	28	31	07	09	07	09	11	17	28	31	11
13106	2013-09-10	11	32	09	23	30	31	09	11	23	30	31	32	06
13105	2013-09-08	11	27	01	31	32	23	01	11	23	27	31	32	09
13104	2013-09-05	17	02	28	04	15	01	01	02	04	15	17	28	11
13103	2013-09-03	04	20	09	18	02	13	02	04	09	13	18	20	07
